Data,Inoculacao1,Inoculacao1_Ac,Inoculacao2,Inoculacao2_Ac,Vacinados,Vacinados_Ac,Column7,Column8,Column9,Column10,FID,DataISO
1616457600000,914058,914058,455184,455184,1369242,1369242,,,,,1,2021-03-23T00:00:00
